Time Serie,EU/US,SWD/US
2006-08-09,0.7759,7.1194
2006-08-10,0.7834,7.2051
2006-08-11,0.7839,7.2161
2006-08-14,0.7852,7.2419
2006-08-15,0.782,7.2095
2006-08-16,0.7774,7.1434
2006-08-17,0.777,7.1414
2006-08-18,0.7806,7.1915
2006-08-21,0.7744,7.1226
2006-08-22,0.781,7.1816
2006-08-23,0.7816,7.1833
2006-08-24,0.7837,7.2015
2006-08-25,0.7833,7.2448
2006-08-28,0.7822,7.2387
2006-08-29,0.7832,7.2302
2006-08-30,0.7797,7.2076
2006-08-31,0.7817,7.2428
2006-09-01,0.7792,7.2666
2006-09-04,ND,ND
2006-09-05,0.7806,7.2601
2006-09-06,0.782,7.2894
2006-09-07,0.7839,7.3242
2006-09-08,0.7891,7.345
2006-09-11,0.7875,7.3009
2006-09-12,0.7878,7.2867
2006-09-13,0.7869,7.2738
2006-09-14,0.7852,7.241
2006-09-15,0.7906,7.282
2006-09-18,0.7892,7.2541
2006-09-19,0.7885,7.2501
2006-09-20,0.7873,7.2632
2006-09-21,0.7855,7.2746
2006-09-22,0.7815,7.2411
2006-09-25,0.7845,7.3
2006-09-26,0.7882,7.3286
2006-09-27,0.7875,7.3028
2006-09-28,0.7876,7.2905
2006-09-29,0.7882,7.3127
2006-10-02,0.7847,7.3226
2006-10-03,0.7857,7.3251
2006-10-04,0.7882,7.3502
2006-10-05,0.7882,7.3072
2006-10-06,0.7937,7.3537
2006-10-09,ND,ND
2006-10-10,0.7974,7.394
2006-10-11,0.797,7.375
2006-10-12,0.7976,7.3918
2006-10-13,0.7999,7.42
2006-10-16,0.7988,7.3957
2006-10-17,0.7959,7.3662
2006-10-18,0.799,7.3988
2006-10-19,0.794,7.3429
2006-10-20,0.7928,7.3079
2006-10-23,0.7972,7.3382
2006-10-24,0.7959,7.322
2006-10-25,0.7942,7.3238
2006-10-26,0.7893,7.281
2006-10-27,0.7859,7.2421
2006-10-30,0.7863,7.24
2006-10-31,0.7829,7.2111
2006-11-01,0.783,7.205
2006-11-02,0.7825,7.1945
2006-11-03,0.7871,7.2096
2006-11-06,0.7865,7.1954
2006-11-07,0.7809,7.1381
2006-11-08,0.7828,7.1451
2006-11-09,0.7791,7.0765
2006-11-10,0.7775,7.0647
2006-11-13,0.7806,7.0922
2006-11-14,0.7805,7.0704
2006-11-15,0.7808,7.0867
2006-11-16,0.7808,7.0709
2006-11-17,0.7798,7.0764
2006-11-20,0.7806,7.0928
2006-11-21,0.7798,7.1004
2006-11-22,0.7735,7.0201
2006-11-23,ND,ND
2006-11-24,0.7645,6.9128
2006-11-27,0.7622,6.8906
2006-11-28,0.7598,6.8977
2006-11-29,0.7607,6.9131
2006-11-30,0.7541,6.8331
2006-12-01,0.751,6.7674
2006-12-04,0.7504,6.7719
2006-12-05,0.7504,6.7883
2006-12-06,0.7515,6.8134
2006-12-07,0.7521,6.7951
2006-12-08,0.7567,6.8525
2006-12-11,0.7563,6.8617
2006-12-12,0.7557,6.8172
2006-12-13,0.7567,6.8475
2006-12-14,0.7591,6.8722
2006-12-15,0.7637,6.9058
2006-12-18,0.7649,6.9204
2006-12-19,0.7579,6.8297
2006-12-20,0.7586,6.8318
2006-12-21,0.759,6.8066
2006-12-22,0.7616,6.8423
2006-12-25,ND,ND
2006-12-26,0.7615,6.8725
2006-12-27,0.7619,6.8892
2006-12-28,0.76,6.8755
2006-12-29,0.7577,6.8342
2007-01-01,ND,ND
2007-01-02,0.7527,6.7818
2007-01-03,0.7594,6.8539
2007-01-04,0.7637,6.9335
2007-01-05,0.7689,6.9744
2007-01-08,0.7679,6.9972
2007-01-09,0.7695,7.0232
2007-01-10,0.7728,7.0542
2007-01-11,0.775,7.0829
2007-01-12,0.7736,7.033
2007-01-15,ND,ND
2007-01-16,0.7741,7.0117
2007-01-17,0.7723,7.0183
2007-01-18,0.7727,7.0442
2007-01-19,0.7711,7.0231
2007-01-22,0.7718,7.0368
2007-01-23,0.7678,6.9686
2007-01-24,0.7714,6.989
2007-01-25,0.7704,6.9935
2007-01-26,0.7747,7.0418
2007-01-29,0.7723,6.9933
2007-01-30,0.772,6.972
2007-01-31,0.7693,6.9653
2007-02-01,0.768,6.9436
2007-02-02,0.7716,6.9889
2007-02-05,0.7732,7.0564
2007-02-06,0.7711,7.0393
2007-02-07,0.768,6.9993
2007-02-08,0.7672,6.9653
2007-02-09,0.7689,6.995
2007-02-12,0.7715,7.0409
2007-02-13,0.7678,7.0316
2007-02-14,0.7618,6.9595
2007-02-15,0.761,7.031
2007-02-16,0.7612,7.0379
2007-02-19,ND,ND
2007-02-20,0.7614,7.051
2007-02-21,0.7618,7.0839
2007-02-22,0.7614,7.0823
2007-02-23,0.7596,7.0572
2007-02-26,0.7599,7.0481
2007-02-27,0.7549,6.9711
2007-02-28,0.7559,6.998
2007-03-01,0.7591,7.0502
2007-03-02,0.7586,7.0407
2007-03-05,0.7637,7.106
2007-03-06,0.7629,7.0618
2007-03-07,0.7606,7.0432
2007-03-08,0.7617,7.0768
2007-03-09,0.7623,7.0928
2007-03-12,0.7584,7.0471
2007-03-13,0.7576,7.0311
2007-03-14,0.756,7.0294
2007-03-15,0.7548,6.9889
2007-03-16,0.7515,6.9674
2007-03-19,0.7519,6.986
2007-03-20,0.7524,6.9862
2007-03-21,0.7516,6.985
2007-03-22,0.7486,6.9622
2007-03-23,0.7518,6.9821
2007-03-26,0.7499,6.9786
2007-03-27,0.7487,6.9776
2007-03-28,0.7501,7.0101
2007-03-29,0.7499,6.9898
2007-03-30,0.7477,6.9837
2007-04-02,0.7477,7.0057
2007-04-03,0.7483,7.0035
2007-04-04,0.7483,6.96
2007-04-05,0.7448,6.9073
2007-04-06,0.7474,6.9355
2007-04-09,0.7481,6.9452
2007-04-10,0.7443,6.9003
2007-04-11,0.7443,6.9027
2007-04-12,0.7416,6.8731
2007-04-13,0.7398,6.8735
2007-04-16,0.738,6.7987
2007-04-17,0.737,6.7873
2007-04-18,0.7367,6.7845
2007-04-19,0.735,6.766
2007-04-20,0.7352,6.759
2007-04-23,0.7364,6.7681
2007-04-24,0.7341,6.7512
2007-04-25,0.7328,6.7149
2007-04-26,0.7358,6.7339
2007-04-27,0.7339,6.7119
2007-04-30,0.7321,6.6975
2007-05-01,0.7353,6.7123
2007-05-02,0.7354,6.7093
2007-05-03,0.7371,6.7323
2007-05-04,0.736,6.7496
2007-05-07,0.7344,6.7306
2007-05-08,0.739,6.7878
2007-05-09,0.7381,6.7976
2007-05-10,0.7401,6.8199
2007-05-11,0.7397,6.8309
2007-05-14,0.7383,6.8094
2007-05-15,0.7351,6.7539
2007-05-16,0.7395,6.8095
2007-05-17,0.7411,6.8377
2007-05-18,0.7401,6.8194
2007-05-21,0.7431,6.8519
2007-05-22,0.7427,6.8199
2007-05-23,0.7417,6.8231
2007-05-24,0.7447,6.8416
2007-05-25,0.7434,6.8346
2007-05-28,ND,ND
2007-05-29,0.7417,6.8779
2007-05-30,0.7452,6.9376
2007-05-31,0.7433,6.9191
2007-06-01,0.744,6.9293
2007-06-04,0.7414,6.9161
2007-06-05,0.7393,6.8872
2007-06-06,0.7412,6.9225
2007-06-07,0.7432,6.928
2007-06-08,0.7486,6.9992
2007-06-11,0.7486,6.9962
2007-06-12,0.7505,7.0644
2007-06-13,0.7522,7.0708
2007-06-14,0.7513,7.0794
2007-06-15,0.7482,7.0405
2007-06-18,0.7462,7.038
2007-06-19,0.7454,7.0116
2007-06-20,0.7448,6.8968
2007-06-21,0.7463,6.9052
2007-06-22,0.7442,6.8791
2007-06-25,0.7435,6.8768
2007-06-26,0.7425,6.8845
2007-06-27,0.7444,6.891
2007-06-28,0.7426,6.8555
2007-06-29,0.7396,6.8455
2007-07-02,0.7338,6.7934
2007-07-03,0.7345,6.7678
2007-07-04,ND,ND
2007-07-05,0.7357,6.7394
2007-07-06,0.7339,6.7316
2007-07-09,0.7341,6.7468
2007-07-10,0.7292,6.6919
2007-07-11,0.7269,6.6634
2007-07-12,0.7259,6.6416
2007-07-13,0.7253,6.6331
2007-07-16,0.7254,6.637
2007-07-17,0.7256,6.6519
2007-07-18,0.7242,6.6468
2007-07-19,0.7241,6.6413
2007-07-20,0.723,6.6263
2007-07-23,0.7237,6.6526
2007-07-24,0.7234,6.657
2007-07-25,0.7293,6.7223
2007-07-26,0.7283,6.7333
2007-07-27,0.7328,6.7417
2007-07-30,0.7309,6.7249
2007-07-31,0.7293,6.7147
2007-08-01,0.7309,6.7607
2007-08-02,0.7303,6.7344
2007-08-03,0.7254,6.6979
2007-08-06,0.7252,6.695
2007-08-07,0.7274,6.727
2007-08-08,0.7242,6.6954
2007-08-09,0.7299,6.7548
2007-08-10,0.7307,6.7744
2007-08-13,0.734,6.8409
2007-08-14,0.7363,6.8653
2007-08-15,0.7419,6.9495
2007-08-16,0.7462,6.998
2007-08-17,0.7412,6.9111
2007-08-20,0.7425,6.9417
2007-08-21,0.7417,6.9626
2007-08-22,0.7388,6.9261
2007-08-23,0.7375,6.9147
2007-08-24,0.7329,6.8671
2007-08-27,0.7329,6.8675
2007-08-28,0.7339,6.8894
2007-08-29,0.7313,6.8584
2007-08-30,0.7327,6.8724
2007-08-31,0.7331,6.8822
2007-09-03,0.7331,6.8822
2007-09-04,0.735,6.8946
2007-09-05,0.7316,6.8662
2007-09-06,0.7301,6.8188
2007-09-07,0.7261,6.7865
2007-09-10,0.725,6.7768
2007-09-11,0.7227,6.7414
2007-09-12,0.7192,6.6684
2007-09-13,0.7202,6.666
2007-09-14,0.7221,6.696
2007-09-17,0.7215,6.6935
2007-09-18,0.721,6.6884
2007-09-19,0.7168,6.6251
2007-09-20,0.7096,6.5347
2007-09-21,0.7104,6.5284
2007-09-24,0.7099,6.5133
2007-09-25,0.7078,6.5151
2007-09-26,0.7079,6.535
2007-09-27,0.7073,6.5211
2007-09-28,0.7033,6.4745
2007-10-01,0.7028,6.447
2007-10-02,0.7061,6.5023
2007-10-03,0.7075,6.4982
2007-10-04,0.7078,6.5118
2007-10-05,0.7065,6.4713
2007-10-08,0.7065,6.4713
2007-10-09,0.7096,6.4976
2007-10-10,0.7064,6.4517
2007-10-11,0.7028,6.4025
2007-10-12,0.7058,6.4243
2007-10-15,0.7034,6.4107
2007-10-16,0.706,6.4607
2007-10-17,0.7038,6.446
2007-10-18,0.6997,6.4132
2007-10-19,0.7011,6.428
2007-10-22,0.7073,6.5156
2007-10-23,0.7019,6.4515
2007-10-24,0.7024,6.4792
2007-10-25,0.6993,6.4345
2007-10-26,0.6949,6.3817
2007-10-29,0.6942,6.3836
2007-10-30,0.6933,6.3654
2007-10-31,0.6912,6.3608
2007-11-01,0.6928,6.4111
2007-11-02,0.6906,6.4015
2007-11-05,0.6911,6.407
2007-11-06,0.687,6.3523
2007-11-07,0.6818,6.2989
2007-11-08,0.6807,6.2978
2007-11-09,0.6819,6.326
2007-11-12,ND,ND
2007-11-13,0.685,6.3451
2007-11-14,0.6817,6.2813
2007-11-15,0.6831,6.31
2007-11-16,0.6825,6.3244
2007-11-19,0.6822,6.3258
2007-11-20,0.6763,6.2809
2007-11-21,0.6744,6.2921
2007-11-22,0.6744,6.2921
2007-11-23,0.6745,6.2701
2007-11-26,0.6729,6.2356
2007-11-27,0.6749,6.2915
2007-11-28,0.678,6.334
2007-11-29,0.6772,6.3503
2007-11-30,0.6808,6.3806
2007-12-03,0.6823,6.4022
2007-12-04,0.6776,6.3636
2007-12-05,0.6818,6.405
2007-12-06,0.6832,6.4169
2007-12-07,0.6819,6.3984
2007-12-10,0.6796,6.3889
2007-12-11,0.6802,6.3991
2007-12-12,0.6802,6.4069
2007-12-13,0.6854,6.4681
2007-12-14,0.6929,6.5069
2007-12-17,0.6959,6.5705
2007-12-18,0.6948,6.5681
2007-12-19,0.6972,6.6089
2007-12-20,0.6967,6.584
2007-12-21,0.6963,6.5911
2007-12-24,0.694,6.5808
2007-12-25,ND,ND
2007-12-26,0.6897,6.5187
2007-12-27,0.6849,6.4854
2007-12-28,0.6794,6.4086
2007-12-31,0.6848,6.4568
2008-01-01,ND,ND
2008-01-02,0.6785,6.3966
2008-01-03,0.6786,6.3547
2008-01-04,0.6763,6.3352
2008-01-07,0.681,6.3821
2008-01-08,0.6795,6.3752
2008-01-09,0.682,6.421
2008-01-10,0.6784,6.3521
2008-01-11,0.6763,6.3435
2008-01-14,0.6722,6.308
2008-01-15,0.6738,6.3341
2008-01-16,0.6829,6.4398
2008-01-17,0.6807,6.4161
2008-01-18,0.6842,6.4475
2008-01-21,ND,ND
2008-01-22,0.6845,6.5015
2008-01-23,0.6862,6.5289
2008-01-24,0.6786,6.4207
2008-01-25,0.6815,6.4562
2008-01-28,0.6762,6.3968
2008-01-29,0.6772,6.396
2008-01-30,0.6765,6.3714
2008-01-31,0.6738,6.3758
2008-02-01,0.6734,6.3512
2008-02-04,0.6742,6.3268
2008-02-05,0.6832,6.4433
2008-02-06,0.6827,6.4218
2008-02-07,0.6899,6.5116
2008-02-08,0.6894,6.4903
2008-02-11,0.6894,6.5012
2008-02-12,0.6853,6.4343
2008-02-13,0.6864,6.4116
2008-02-14,0.6833,6.3771
2008-02-15,0.6815,6.3418
2008-02-18,ND,ND
2008-02-19,0.6783,6.3093
2008-02-20,0.682,6.3517
2008-02-21,0.6751,6.285
2008-02-22,0.6745,6.2909
2008-02-25,0.6747,6.2909
2008-02-26,0.6716,6.2503
2008-02-27,0.6609,6.1643
2008-02-28,0.6591,6.1741
2008-02-29,0.6585,6.1716
2008-03-03,0.6581,6.1562
2008-03-04,0.6575,6.1598
2008-03-05,0.6544,6.1232
2008-03-06,0.6512,6.102
2008-03-07,0.6522,6.1337
2008-03-10,0.6507,6.1191
2008-03-11,0.6524,6.1279
2008-03-12,0.6454,6.0762
2008-03-13,0.6417,6.0559
2008-03-14,0.6409,6.0541
2008-03-17,0.6343,6.0058
2008-03-18,0.6336,5.9863
2008-03-19,0.6393,6.0065
2008-03-20,0.6486,6.1176
2008-03-21,0.6474,6.098
2008-03-24,0.6496,6.1328
2008-03-25,0.6412,6.0231
2008-03-26,0.6345,5.9696
2008-03-27,0.633,5.9498
2008-03-28,0.6346,5.954
2008-03-31,0.6327,5.936
2008-04-01,0.6404,6.0079
2008-04-02,0.6403,5.992
2008-04-03,0.6383,5.9678
2008-04-04,0.6355,5.9543
2008-04-07,0.6364,5.957
2008-04-08,0.6367,5.961
2008-04-09,0.6328,5.9338
2008-04-10,0.6352,5.962
2008-04-11,0.6331,5.9586
2008-04-14,0.6318,5.94
2008-04-15,0.6329,5.9512
2008-04-16,0.6259,5.8751
2008-04-17,0.628,5.9066
2008-04-18,0.6352,5.9732
2008-04-21,0.6297,5.8976
2008-04-22,0.6246,5.8346
2008-04-23,0.629,5.873
2008-04-24,0.6382,5.946
2008-04-25,0.6396,5.9758
2008-04-28,0.6391,5.9758
2008-04-29,0.6409,5.9991
2008-04-30,0.6423,5.991
2008-05-01,0.6469,6.0513
2008-05-02,0.648,6.0685
2008-05-05,0.6455,6.0386
2008-05-06,0.6432,6.0022
2008-05-07,0.6506,6.0595
2008-05-08,0.649,6.0295
2008-05-09,0.6474,6.0035
2008-05-12,0.6437,5.9753
2008-05-13,0.6448,5.9924
2008-05-14,0.6465,6.0158
2008-05-15,0.6455,6.0302
2008-05-16,0.6414,5.9696
2008-05-19,0.6445,5.9827
2008-05-20,0.6383,5.9288
2008-05-21,0.634,5.9094
2008-05-22,0.6368,5.9313
2008-05-23,0.6336,5.8934
2008-05-26,ND,ND
2008-05-27,0.6357,5.9096
2008-05-28,0.6399,5.9784
2008-05-29,0.644,5.9965
2008-05-30,0.6427,5.9959
2008-06-02,0.6431,6.026
2008-06-03,0.6471,6.0382
2008-06-04,0.6471,6.0405
2008-06-05,0.6427,5.9867
2008-06-06,0.6357,5.9242
2008-06-09,0.6362,5.947
2008-06-10,0.6463,6.0457
2008-06-11,0.6426,6.0168
2008-06-12,0.6486,6.088
2008-06-13,0.6507,6.0954
2008-06-16,0.6463,6.0387
2008-06-17,0.6444,6.03
2008-06-18,0.6451,6.0506
2008-06-19,0.6451,6.0588
2008-06-20,0.64,6.0162
2008-06-23,0.6455,6.0654
2008-06-24,0.6414,6.0363
2008-06-25,0.6423,6.0393
2008-06-26,0.6354,5.9777
2008-06-27,0.635,5.9813
2008-06-30,0.635,6.0208
2008-07-01,0.6338,5.9874
2008-07-02,0.6302,5.969
2008-07-03,0.6366,5.9876
2008-07-04,ND,ND
2008-07-07,0.6391,6.0087
2008-07-08,0.6389,6.028
2008-07-09,0.6352,6.0026
2008-07-10,0.6341,5.9991
2008-07-11,0.629,5.956
2008-07-14,0.6284,5.96
2008-07-15,0.628,5.9611
2008-07-16,0.631,6.0066
2008-07-17,0.6305,5.9636
2008-07-18,0.6307,5.9584
2008-07-21,0.6298,5.9532
2008-07-22,0.6325,5.9905
2008-07-23,0.6366,6.0233
2008-07-24,0.6387,6.04
2008-07-25,0.6375,6.0375
2008-07-28,0.635,6.0056
2008-07-29,0.6415,6.0793
2008-07-30,0.6427,6.0615
2008-07-31,0.6415,6.0532
2008-08-01,0.6424,6.078
2008-08-04,0.6423,6.0757
2008-08-05,0.6465,6.1048
2008-08-06,0.649,6.109
2008-08-07,0.6518,6.1147
2008-08-08,0.6646,6.2419
2008-08-11,0.6685,6.279
2008-08-12,0.6709,6.2987
2008-08-13,0.6714,6.2883
2008-08-14,0.6731,6.303
2008-08-15,0.6805,6.3661
2008-08-18,0.6789,6.3458
2008-08-19,0.6782,6.3784
2008-08-20,0.6802,6.387
2008-08-21,0.6723,6.2983
2008-08-22,0.6757,6.32
2008-08-25,0.6755,6.3244
2008-08-26,0.6821,6.3914
2008-08-27,0.681,6.408
2008-08-28,0.681,6.4212
2008-08-29,0.6817,6.4399
2008-09-01,ND,ND
2008-09-02,0.6886,6.5066
2008-09-03,0.6902,6.54
2008-09-04,0.6964,6.5897
2008-09-05,0.7006,6.6271
2008-09-08,0.7079,6.7067
2008-09-09,0.7056,6.7109
2008-09-10,0.7133,6.7817
2008-09-11,0.7174,6.8395
2008-09-12,0.7056,6.7162
2008-09-15,0.7055,6.7555
2008-09-16,0.7065,6.7932
2008-09-17,0.7035,6.818
2008-09-18,0.6953,6.6796
2008-09-19,0.6952,6.6435
2008-09-22,0.6804,6.5123
2008-09-23,0.6786,6.5391
2008-09-24,0.6824,6.6
2008-09-25,0.6829,6.5897
2008-09-26,0.6851,6.635
2008-09-29,0.6954,6.7837
2008-09-30,0.7102,6.9459
2008-10-01,0.7113,6.9107
2008-10-02,0.7218,7.0058
2008-10-03,0.7238,7.0341
2008-10-06,0.7403,7.2172
2008-10-07,0.7327,7.0776
2008-10-08,0.731,7.0807
2008-10-09,0.7328,7.0828
2008-10-10,0.7423,7.1693
2008-10-13,ND,ND
2008-10-14,0.7322,7.1399
2008-10-15,0.7371,7.341
2008-10-16,0.7454,7.4486
2008-10-17,0.7428,7.398
2008-10-20,0.7511,7.4801
2008-10-21,0.7632,7.6665
2008-10-22,0.7791,7.8291
2008-10-23,0.7765,7.7268
2008-10-24,0.7912,7.8615
2008-10-27,0.8035,8.0805
2008-10-28,0.8015,8.0404
2008-10-29,0.7781,7.6814
2008-10-30,0.7782,7.7044
2008-10-31,0.7885,7.7816
2008-11-03,0.7862,7.74
2008-11-04,0.768,7.5957
2008-11-05,0.7669,7.6839
2008-11-06,0.7839,7.8598
2008-11-07,0.7827,7.8538
2008-11-10,0.7837,7.8183
2008-11-11,ND,ND
2008-11-12,0.7963,8.0426
2008-11-13,0.7983,8.0239
2008-11-14,0.7855,7.8552
2008-11-17,0.7858,7.9335
2008-11-18,0.788,7.9931
2008-11-19,0.794,8.1123
2008-11-20,0.7984,8.2498
2008-11-21,0.798,8.438
2008-11-24,0.7758,8.045
2008-11-25,0.7675,7.861
2008-11-26,0.7795,8.075
2008-11-27,ND,ND
2008-11-28,0.7878,8.1199
2008-12-01,0.7915,8.2834
2008-12-02,0.7859,8.1561
2008-12-03,0.7893,8.1945
2008-12-04,0.7788,8.1949
2008-12-05,0.7903,8.4858
2008-12-08,0.7727,8.0502
2008-12-09,0.773,8.1599
2008-12-10,0.7678,8.1049
2008-12-11,0.7522,7.9622
2008-12-12,0.7491,8.0778
2008-12-15,0.7319,8.0302
2008-12-16,0.7241,8.0933
2008-12-17,0.6965,7.6754
2008-12-18,0.6994,7.68
2008-12-19,0.7207,7.8465
2008-12-22,0.7167,7.8612
2008-12-23,0.716,7.9736
2008-12-24,0.7161,8.0357
2008-12-25,ND,ND
2008-12-26,0.7111,8.0072
2008-12-29,0.7026,7.7354
2008-12-30,0.71,7.7875
2008-12-31,0.7184,7.877
2009-01-01,ND,ND
2009-01-02,0.7171,7.7836
2009-01-05,0.7366,7.9217
2009-01-06,0.7438,7.8715
2009-01-07,0.729,7.7658
2009-01-08,0.7292,7.8404
2009-01-09,0.741,7.9293
2009-01-12,0.7492,8.0622
2009-01-13,0.7577,8.2419
2009-01-14,0.7591,8.3951
2009-01-15,0.7637,8.3587
2009-01-16,0.7551,8.201
2009-01-19,ND,ND
2009-01-20,0.7724,8.3929
2009-01-21,0.777,8.3394
2009-01-22,0.7719,8.2329
2009-01-23,0.7783,8.2494
2009-01-26,0.762,7.9832
2009-01-27,0.7599,8.0804
2009-01-28,0.7551,7.954
2009-01-29,0.7699,8.1204
2009-01-30,0.781,8.3647
2009-02-02,0.7808,8.3831
2009-02-03,0.7686,8.2575
2009-02-04,0.7778,8.2768
2009-02-05,0.7789,8.2685
2009-02-06,0.7768,8.1745
2009-02-09,0.7655,7.9905
2009-02-10,0.7712,8.1988
2009-02-11,0.7756,8.3834
2009-02-12,0.7799,8.43
2009-02-13,0.7765,8.35
2009-02-16,ND,ND
2009-02-17,0.7955,8.8196
2009-02-18,0.797,8.7568
2009-02-19,0.789,8.727
2009-02-20,0.788,8.8018
2009-02-23,0.7845,8.7602
2009-02-24,0.7848,8.922
2009-02-25,0.7855,8.9177
2009-02-26,0.7835,8.923
2009-02-27,0.7898,9.024
2009-03-02,0.7949,9.1955
2009-03-03,0.7969,9.273
2009-03-04,0.7932,9.0759
2009-03-05,0.7959,9.2863
2009-03-06,0.789,9.2012
2009-03-09,0.7914,9.11
2009-03-10,0.7842,8.8852
2009-03-11,0.7828,8.7906
2009-03-12,0.7813,8.7407
2009-03-13,0.7757,8.6372
2009-03-16,0.7694,8.4445
2009-03-17,0.7709,8.5039
2009-03-18,0.7628,8.3778
2009-03-19,0.7283,7.9558
2009-03-20,0.7371,8.1644
2009-03-23,0.737,8.047
2009-03-24,0.7394,8.0927
2009-03-25,0.7386,8.07
2009-03-26,0.7375,8.0113
2009-03-27,0.7515,8.1513
2009-03-30,0.7607,8.3327
2009-03-31,0.7541,8.2522
2009-04-01,0.7563,8.2182
2009-04-02,0.7431,8.0222
2009-04-03,0.7437,7.9945
2009-04-06,0.7483,8.0541
2009-04-07,0.7529,8.169
2009-04-08,0.7526,8.2267
2009-04-09,0.7605,8.3114
2009-04-10,0.7609,8.271
2009-04-13,0.7488,8.1683
2009-04-14,0.7532,8.1536
2009-04-15,0.7586,8.309
2009-04-16,0.7577,8.308
2009-04-17,0.7675,8.4525
2009-04-20,0.775,8.6763
2009-04-21,0.7705,8.5214
2009-04-22,0.7685,8.4171
2009-04-23,0.7664,8.3676
2009-04-24,0.7532,8.083
2009-04-27,0.7613,8.1212
2009-04-28,0.7656,8.2068
2009-04-29,0.7505,8.0143
2009-04-30,0.7551,7.9882
2009-05-01,0.7537,8.0405
2009-05-04,0.7482,7.9155
2009-05-05,0.7477,7.9285
2009-05-06,0.7511,7.9318
2009-05-07,0.7457,7.8438
2009-05-08,0.7411,7.7426
2009-05-11,0.7342,7.7638
2009-05-12,0.7332,7.8138
2009-05-13,0.7346,7.8751
2009-05-14,0.7349,7.8492
2009-05-15,0.7386,7.8593
2009-05-18,0.7406,7.7879
2009-05-19,0.7349,7.6954
2009-05-20,0.7265,7.5764
2009-05-21,0.7244,7.58
2009-05-22,0.714,7.4613
2009-05-25,ND,ND
2009-05-26,0.7147,7.56
2009-05-27,0.7182,7.651
2009-05-28,0.7169,7.7053
2009-05-29,0.7079,7.6222
2009-06-01,0.7046,7.3909
2009-06-02,0.7008,7.5082
2009-06-03,0.7045,7.6554
2009-06-04,0.7049,7.645
2009-06-05,0.7148,7.7682
2009-06-08,0.7203,7.8522
2009-06-09,0.7136,7.7081
2009-06-10,0.7152,7.6875
2009-06-11,0.7096,7.653
2009-06-12,0.7123,7.6455
2009-06-15,0.7255,7.8927
2009-06-16,0.7206,7.8283
2009-06-17,0.722,7.9365
2009-06-18,0.7154,7.8621
2009-06-19,0.7144,7.852
2009-06-22,0.7222,8.0137
2009-06-23,0.7125,7.9354
2009-06-24,0.7135,7.847
2009-06-25,0.7167,7.9478
2009-06-26,0.7114,7.7879
2009-06-29,0.7113,7.7293
2009-06-30,0.7133,7.7282
2009-07-01,0.7049,7.5568
2009-07-02,0.7134,7.7574
2009-07-03,0.7147,7.7717
2009-07-06,0.7175,7.8508
2009-07-07,0.7161,7.8957
2009-07-08,0.7219,8.001
2009-07-09,0.713,7.846
2009-07-10,0.7181,7.9575
2009-07-13,0.7157,7.898
2009-07-14,0.7158,7.8795
2009-07-15,0.7084,7.7686
2009-07-16,0.7085,7.8092
2009-07-17,0.7082,7.8307
2009-07-20,0.7037,7.7651
2009-07-21,0.7044,7.6527
2009-07-22,0.7032,7.602
2009-07-23,0.701,7.4414
2009-07-24,0.7036,7.4597
2009-07-27,0.7036,7.4307
2009-07-28,0.7035,7.4328
2009-07-29,0.7126,7.5021
2009-07-30,0.7109,7.4131
2009-07-31,0.7003,7.2171
2009-08-03,0.6937,7.0895
2009-08-04,0.6944,7.1522
2009-08-05,0.6949,7.1521
2009-08-06,0.6965,7.1478
2009-08-07,0.7052,7.1771
2009-08-10,0.7071,7.258
2009-08-11,0.7072,7.3336
2009-08-12,0.7035,7.1957
2009-08-13,0.7001,7.1441
2009-08-14,0.7034,7.1899
2009-08-17,0.7098,7.2829
2009-08-18,0.7105,7.2798
2009-08-19,0.7012,7.1776
2009-08-20,0.7025,7.1599
2009-08-21,0.6991,7.0257
2009-08-24,0.6983,7.0353
2009-08-25,0.6969,7.0303
2009-08-26,0.7027,7.1331
2009-08-27,0.7007,7.1411
2009-08-28,0.6965,7.0634
2009-08-31,0.6967,7.1105
2009-09-01,0.7025,7.247
2009-09-02,0.702,7.2175
2009-09-03,0.7004,7.2209
2009-09-04,0.7004,7.1847
2009-09-07,ND,ND
2009-09-08,0.6898,7.0361
2009-09-09,0.6862,7.0019
2009-09-10,0.6864,7.0359
2009-09-11,0.6856,6.999
2009-09-14,0.6843,7.0006
2009-09-15,0.6841,6.98
2009-09-16,0.6804,6.8865
2009-09-17,0.6787,6.8629
2009-09-18,0.6801,6.8657
2009-09-21,0.6806,6.9102
2009-09-22,0.6759,6.8049
2009-09-23,0.6779,6.844
2009-09-24,0.6805,6.8983
2009-09-25,0.6811,6.9364
2009-09-28,0.6826,6.9445
2009-09-29,0.6871,7.0238
2009-09-30,0.6835,6.9751
2009-10-01,0.6881,7.0413
2009-10-02,0.6854,7.0376
2009-10-05,0.6827,7.0424
2009-10-06,0.6782,6.9284
2009-10-07,0.6814,7.0324
2009-10-08,0.6767,6.9569
2009-10-09,0.6796,7.0129
2009-10-12,ND,ND
2009-10-13,0.6739,6.9718
2009-10-14,0.6712,6.9198
2009-10-15,0.6691,6.9211
2009-10-16,0.6716,6.9708
2009-10-19,0.669,6.9316
2009-10-20,0.6709,6.9653
2009-10-21,0.6663,6.8283
2009-10-22,0.6665,6.85
2009-10-23,0.6654,6.7908
2009-10-26,0.6693,6.8213
2009-10-27,0.6747,6.9552
