Time Serie,EU/US,SWD/US
2003-05-05,0.8872,8.067
2003-05-06,0.8807,8.0055
2003-05-07,0.8818,8.025
2003-05-08,0.8731,7.965
2003-05-09,0.8697,7.972
2003-05-12,0.8653,7.944
2003-05-13,0.8696,7.981
2003-05-14,0.8697,7.982
2003-05-15,0.8728,7.9958
2003-05-16,0.8664,7.925
2003-05-19,0.8557,7.857
2003-05-20,0.8558,7.865
2003-05-21,0.8542,7.826
2003-05-22,0.8547,7.8285
2003-05-23,0.8485,7.792
2003-05-26,ND,ND
2003-05-27,0.8437,7.753
2003-05-28,0.8516,7.786
2003-05-29,0.845,7.7479
2003-05-30,0.8499,7.7654
2003-06-02,0.8515,7.773
2003-06-03,0.8546,7.7945
2003-06-04,0.8541,7.8008
2003-06-05,0.8425,7.6745
2003-06-06,0.8551,7.799
2003-06-09,0.8516,7.7745
2003-06-10,0.8557,7.799
2003-06-11,0.8501,7.7275
2003-06-12,0.8498,7.725
2003-06-13,0.8453,7.6835
2003-06-16,0.8444,7.671
2003-06-17,0.8466,7.678
2003-06-18,0.854,7.746
2003-06-19,0.8563,7.7668
2003-06-20,0.8609,7.812
2003-06-23,0.866,7.892
2003-06-24,0.8697,7.962
2003-06-25,0.8627,7.91
2003-06-26,0.875,8.026
2003-06-27,0.8754,8.031
2003-06-30,0.8694,7.9985
2003-07-01,0.8636,7.966
2003-07-02,0.8678,7.9795
2003-07-03,0.8693,7.9752
2003-07-04,ND,ND
2003-07-07,0.8818,8.1336
2003-07-08,0.8877,8.126
2003-07-09,0.8841,8.089
2003-07-10,0.878,8.0286
2003-07-11,0.8846,8.096
2003-07-14,0.8851,8.085
2003-07-15,0.8902,8.15
2003-07-16,0.8921,8.182
2003-07-17,0.8957,8.2675
2003-07-18,0.8898,8.2328
2003-07-21,0.8814,8.175
2003-07-22,0.883,8.195
2003-07-23,0.8708,8.024
2003-07-24,0.874,8.0516
2003-07-25,0.8686,7.993
2003-07-28,0.8698,7.9865
2003-07-29,0.8721,8.0108
2003-07-30,0.8797,8.077
2003-07-31,0.8904,8.22
2003-08-01,0.8887,8.2235
2003-08-04,0.8821,8.146
2003-08-05,0.8811,8.135
2003-08-06,0.8805,8.1075
2003-08-07,0.878,8.085
2003-08-08,0.8833,8.133
2003-08-11,0.8811,8.16
2003-08-12,0.8846,8.166
2003-08-13,0.8836,8.1565
2003-08-14,0.889,8.188
2003-08-15,0.8885,8.206
2003-08-18,0.8978,8.3134
2003-08-19,0.8995,8.3505
2003-08-20,0.9006,8.3229
2003-08-21,0.9111,8.3893
2003-08-22,0.9199,8.5095
2003-08-25,0.9181,8.495
2003-08-26,0.918,8.52
2003-08-27,0.9169,8.483
2003-08-28,0.9178,8.4693
2003-08-29,0.9102,8.3644
2003-09-01,ND,ND
2003-09-02,0.9198,8.4345
2003-09-03,0.9221,8.4065
2003-09-04,0.9175,8.3667
2003-09-05,0.9031,8.2312
2003-09-08,0.899,8.204
2003-09-09,0.8937,8.1685
2003-09-10,0.8933,8.165
2003-09-11,0.894,8.1245
2003-09-12,0.8844,8.04
2003-09-15,0.8846,8.097
2003-09-16,0.8956,8.145
2003-09-17,0.8898,8.062
2003-09-18,0.8897,8.0445
2003-09-19,0.8814,7.9875
2003-09-22,0.872,7.8875
2003-09-23,0.8705,7.78
2003-09-24,0.8717,7.7445
2003-09-25,0.8708,7.7495
2003-09-26,0.8709,7.8017
2003-09-29,0.8637,7.704
2003-09-30,0.8584,7.7502
2003-10-01,0.8541,7.7285
2003-10-02,0.8535,7.67
2003-10-03,0.8624,7.7685
2003-10-06,0.8543,7.65
2003-10-07,0.8486,7.6175
2003-10-08,0.8471,7.597
2003-10-09,0.8551,7.686
2003-10-10,0.8466,7.635
2003-10-13,ND,ND
2003-10-14,0.853,7.6475
2003-10-15,0.8582,7.689
2003-10-16,0.8573,7.698
2003-10-17,0.8598,7.723
2003-10-20,0.8568,7.7676
2003-10-21,0.8565,7.7315
2003-10-22,0.8471,7.625
2003-10-23,0.8478,7.674
2003-10-24,0.8451,7.6753
2003-10-27,0.8502,7.725
2003-10-28,0.8555,7.7478
2003-10-29,0.8567,7.7181
2003-10-30,0.8551,7.718
2003-10-31,0.8614,7.814
2003-11-03,0.8731,7.915
2003-11-04,0.8698,7.855
2003-11-05,0.8716,7.8675
2003-11-06,0.8759,7.8865
2003-11-07,0.8692,7.7987
2003-11-10,0.8684,7.7875
2003-11-11,ND,ND
2003-11-12,0.8586,7.7
2003-11-13,0.8539,7.6475
2003-11-14,0.8516,7.6279
2003-11-17,0.8515,7.6407
2003-11-18,0.8408,7.54
2003-11-19,0.8397,7.5385
2003-11-20,0.8407,7.549
2003-11-21,0.8394,7.52
2003-11-24,0.8498,7.622
2003-11-25,0.8485,7.6125
2003-11-26,0.8391,7.578
2003-11-27,ND,ND
2003-11-28,0.8337,7.551
2003-12-01,0.8364,7.542
2003-12-02,0.8275,7.46
2003-12-03,0.8269,7.419
2003-12-04,0.828,7.43
2003-12-05,0.8226,7.3635
2003-12-08,0.8185,7.314
2003-12-09,0.8177,7.305
2003-12-10,0.8187,7.3446
2003-12-11,0.8221,7.3848
2003-12-12,0.8141,7.302
2003-12-15,0.8137,7.342
2003-12-16,0.8112,7.3275
2003-12-17,0.8077,7.285
2003-12-18,0.808,7.338
2003-12-19,0.8078,7.326
2003-12-22,0.8055,7.325
2003-12-23,0.8061,7.315
2003-12-24,0.8023,7.298
2003-12-25,ND,ND
2003-12-26,0.8038,7.32
2003-12-29,0.801,7.27
2003-12-30,0.7987,7.262
2003-12-31,0.7938,7.195
2004-01-01,ND,ND
2004-01-02,0.7942,7.1903
2004-01-05,0.7887,7.1671
2004-01-06,0.7829,7.1347
2004-01-07,0.7896,7.18
2004-01-08,0.783,7.138
2004-01-09,0.778,7.085
2004-01-12,0.7811,7.126
2004-01-13,0.7852,7.1761
2004-01-14,0.7858,7.2175
2004-01-15,0.7944,7.291
2004-01-16,0.8068,7.4085
2004-01-19,ND,ND
2004-01-20,0.7947,7.288
2004-01-21,0.7926,7.216
2004-01-22,0.7863,7.169
2004-01-23,0.793,7.257
2004-01-26,0.7967,7.308
2004-01-27,0.791,7.245
2004-01-28,0.7924,7.249
2004-01-29,0.8072,7.41
2004-01-30,0.8031,7.412
2004-02-02,0.8048,7.3927
2004-02-03,0.7961,7.319
2004-02-04,0.7967,7.322
2004-02-05,0.7933,7.2985
2004-02-06,0.7878,7.183
2004-02-09,0.7891,7.205
2004-02-10,0.7857,7.174
2004-02-11,0.7803,7.1295
2004-02-12,0.7808,7.138
2004-02-13,0.7843,7.161
2004-02-16,ND,ND
2004-02-17,0.7783,7.158
2004-02-18,0.7805,7.18
2004-02-19,0.7883,7.2265
2004-02-20,0.796,7.311
2004-02-23,0.7956,7.314
2004-02-24,0.7879,7.2565
2004-02-25,0.7998,7.3845
2004-02-26,0.8036,7.411
2004-02-27,0.8038,7.433
2004-03-01,0.8044,7.439
2004-03-02,0.8189,7.5925
2004-03-03,0.8273,7.6435
2004-03-04,0.818,7.533
2004-03-05,0.8064,7.3975
2004-03-08,0.8083,7.408
2004-03-09,0.8046,7.366
2004-03-10,0.8179,7.497
2004-03-11,0.8151,7.5034
2004-03-12,0.8203,7.595
2004-03-15,0.8168,7.552
2004-03-16,0.815,7.536
2004-03-17,0.8199,7.573
2004-03-18,0.807,7.476
2004-03-19,0.8151,7.5244
2004-03-22,0.8085,7.4475
2004-03-23,0.8123,7.4975
2004-03-24,0.8188,7.601
2004-03-25,0.8217,7.624
2004-03-26,0.827,7.662
2004-03-29,0.8237,7.6305
2004-03-30,0.8195,7.592
2004-03-31,0.8135,7.55
2004-04-01,0.8092,7.465
2004-04-02,0.8258,7.616
2004-04-05,0.8328,7.654
2004-04-06,0.8272,7.62
2004-04-07,0.8216,7.53
2004-04-08,0.8273,7.5825
2004-04-09,0.8263,7.578
2004-04-12,0.8286,7.605
2004-04-13,0.8387,7.6825
2004-04-14,0.8375,7.699
2004-04-15,0.8393,7.7185
2004-04-16,0.8316,7.65
2004-04-19,0.832,7.661
2004-04-20,0.8396,7.702
2004-04-21,0.8437,7.733
2004-04-22,0.8431,7.71
2004-04-23,0.8473,7.751
2004-04-26,0.8438,7.696
2004-04-27,0.8384,7.6375
2004-04-28,0.8453,7.71
2004-04-29,0.8372,7.648
2004-04-30,0.8351,7.6425
2004-05-03,0.8377,7.66
2004-05-04,0.8281,7.57
2004-05-05,0.822,7.5085
2004-05-06,0.8271,7.526
2004-05-07,0.8414,7.654
2004-05-10,0.845,7.7526
2004-05-11,0.8462,7.7725
2004-05-12,0.8396,7.69
2004-05-13,0.8474,7.75
2004-05-14,0.8422,7.7435
2004-05-17,0.8327,7.65
2004-05-18,0.8354,7.635
2004-05-19,0.8323,7.576
2004-05-20,0.8385,7.607
2004-05-21,0.8327,7.555
2004-05-24,0.8349,7.597
2004-05-25,0.826,7.55
2004-05-26,0.8263,7.5215
2004-05-27,0.8147,7.417
2004-05-28,0.8185,7.4579
2004-05-31,ND,ND
2004-06-01,0.819,7.4514
2004-06-02,0.8163,7.4525
2004-06-03,0.8193,7.497
2004-06-04,0.8158,7.4575
2004-06-07,0.8117,7.4123
2004-06-08,0.8148,7.4225
2004-06-09,0.8267,7.542
2004-06-10,0.8258,7.555
2004-06-11,0.8326,7.628
2004-06-14,0.8283,7.605
2004-06-15,0.8238,7.5448
2004-06-16,0.8329,7.621
2004-06-17,0.8306,7.6055
2004-06-18,0.8252,7.556
2004-06-21,0.8258,7.551
2004-06-22,0.827,7.5825
2004-06-23,0.8271,7.591
2004-06-24,0.8217,7.532
2004-06-25,0.8234,7.546
2004-06-28,0.8201,7.499
2004-06-29,0.8248,7.5325
2004-06-30,0.8211,7.525
2004-07-01,0.8225,7.546
2004-07-02,0.8125,7.466
2004-07-05,ND,ND
2004-07-06,0.8137,7.4761
2004-07-07,0.8075,7.415
2004-07-08,0.8071,7.413
2004-07-09,0.8072,7.4276
2004-07-12,0.8059,7.421
2004-07-13,0.8129,7.485
2004-07-14,0.8074,7.44
2004-07-15,0.8082,7.4281
2004-07-16,0.8041,7.391
2004-07-19,0.8044,7.399
2004-07-20,0.808,7.439
2004-07-21,0.8181,7.5175
2004-07-22,0.8148,7.494
2004-07-23,0.8249,7.587
2004-07-26,0.8241,7.5825
2004-07-27,0.8295,7.637
2004-07-28,0.8302,7.656
2004-07-29,0.8285,7.6545
2004-07-30,0.8311,7.6805
2004-08-02,0.831,7.659
2004-08-03,0.8298,7.6375
2004-08-04,0.8294,7.634
2004-08-05,0.8299,7.6275
2004-08-06,0.8149,7.486
2004-08-09,0.8156,7.491
2004-08-10,0.8126,7.472
2004-08-11,0.8182,7.5285
2004-08-12,0.8181,7.531
2004-08-13,0.8095,7.465
2004-08-16,0.8108,7.481
2004-08-17,0.8111,7.486
2004-08-18,0.8131,7.502
2004-08-19,0.8085,7.449
2004-08-20,0.8114,7.464
2004-08-23,0.8199,7.525
2004-08-24,0.8265,7.574
2004-08-25,0.8271,7.58
2004-08-26,0.8275,7.558
2004-08-27,0.8316,7.584
2004-08-30,0.8299,7.5694
2004-08-31,0.8208,7.492
2004-09-01,0.8211,7.4925
2004-09-02,0.8221,7.5045
2004-09-03,0.8297,7.574
2004-09-06,ND,ND
2004-09-07,0.8269,7.549
2004-09-08,0.8221,7.491
2004-09-09,0.8204,7.468
2004-09-10,0.8142,7.406
2004-09-13,0.8163,7.424
2004-09-14,0.8151,7.422
2004-09-15,0.8235,7.5235
2004-09-16,0.8228,7.5026
2004-09-17,0.8214,7.47
2004-09-20,0.8216,7.449
2004-09-21,0.8154,7.3827
2004-09-22,0.8156,7.386
2004-09-23,0.8131,7.344
2004-09-24,0.8159,7.3849
2004-09-27,0.8125,7.3595
2004-09-28,0.8126,7.365
2004-09-29,0.8125,7.36
2004-09-30,0.8053,7.289
2004-10-01,0.8065,7.275
2004-10-04,0.8147,7.381
2004-10-05,0.812,7.3412
2004-10-06,0.8131,7.3475
2004-10-07,0.8139,7.36
2004-10-08,0.8053,7.303
2004-10-11,ND,ND
2004-10-12,0.8117,7.368
2004-10-13,0.8149,7.3825
2004-10-14,0.8069,7.34
2004-10-15,0.8014,7.29
2004-10-18,0.7987,7.25
2004-10-19,0.799,7.2572
2004-10-20,0.792,7.1776
2004-10-21,0.7923,7.2
2004-10-22,0.7912,7.1968
2004-10-25,0.7823,7.0953
2004-10-26,0.7838,7.0723
2004-10-27,0.7859,7.088
2004-10-28,0.7838,7.0839
2004-10-29,0.7846,7.0974
2004-11-01,0.7849,7.0997
2004-11-02,0.7872,7.1406
2004-11-03,0.782,7.088
2004-11-04,0.7762,7.0536
2004-11-05,0.7729,7.0236
2004-11-08,0.773,7.0252
2004-11-09,0.7734,7.0393
2004-11-10,0.7737,7.0139
2004-11-11,ND,ND
2004-11-12,0.7708,6.914
2004-11-15,0.7726,6.9166
2004-11-16,0.7705,6.8948
2004-11-17,0.7674,6.8858
2004-11-18,0.7703,6.9108
2004-11-19,0.7658,6.8557
2004-11-22,0.7664,6.8708
2004-11-23,0.7639,6.8497
2004-11-24,0.7598,6.783
2004-11-25,ND,ND
2004-11-26,0.7526,6.7119
2004-11-29,0.7527,6.7007
2004-11-30,0.7542,6.7363
2004-12-01,0.7514,6.7168
2004-12-02,0.7537,6.7638
2004-12-03,0.7468,6.6522
2004-12-06,0.7445,6.6343
2004-12-07,0.7442,6.6315
2004-12-08,0.7546,6.7733
2004-12-09,0.7534,6.7723
2004-12-10,0.7562,6.8043
2004-12-13,0.7514,6.7221
2004-12-14,0.753,6.7593
2004-12-15,0.7447,6.6827
2004-12-16,0.7526,6.758
2004-12-17,0.7522,6.746
2004-12-20,0.7465,6.6773
2004-12-21,0.7476,6.717
2004-12-22,0.7468,6.738
2004-12-23,0.7412,6.6972
2004-12-24,0.7388,6.6685
2004-12-27,0.7339,6.608
2004-12-28,0.7342,6.5939
2004-12-29,0.737,6.6216
2004-12-30,0.7341,6.6215
2004-12-31,0.7387,6.6687
2005-01-03,0.7421,6.6855
2005-01-04,0.7522,6.8144
2005-01-05,0.7523,6.7911
2005-01-06,0.7583,6.8655
2005-01-07,0.7656,6.92
2005-01-10,0.7628,6.8856
2005-01-11,0.7598,6.8616
2005-01-12,0.753,6.8179
2005-01-13,0.7572,6.8465
2005-01-14,0.763,6.905
2005-01-17,ND,ND
2005-01-18,0.7667,6.9254
2005-01-19,0.7671,6.922
2005-01-20,0.7717,6.9711
2005-01-21,0.7663,6.9414
2005-01-24,0.7668,6.9516
2005-01-25,0.772,7.0069
2005-01-26,0.7645,6.938
2005-01-27,0.7673,6.9725
2005-01-28,0.7673,6.9816
2005-01-31,0.7663,6.9779
2005-02-01,0.7682,6.9838
2005-02-02,0.7683,6.9673
2005-02-03,0.7717,7.008
2005-02-04,0.7736,7.0223
2005-02-07,0.7829,7.1114
2005-02-08,0.7823,7.1048
2005-02-09,0.7814,7.087
2005-02-10,0.7763,7.0565
2005-02-11,0.7774,7.0702
2005-02-14,0.7704,6.9948
2005-02-15,0.7701,6.9858
2005-02-16,0.7696,6.988
2005-02-17,0.7644,6.9557
2005-02-18,0.7648,6.967
2005-02-21,ND,ND
2005-02-22,0.7559,6.8697
2005-02-23,0.7571,6.8783
2005-02-24,0.7573,6.8724
2005-02-25,0.7579,6.8701
2005-02-28,0.7534,6.8275
2005-03-01,0.7582,6.8621
2005-03-02,0.7618,6.9105
2005-03-03,0.7616,6.8863
2005-03-04,0.7551,6.822
2005-03-07,0.7574,6.8333
2005-03-08,0.7495,6.7716
2005-03-09,0.7472,6.7648
2005-03-10,0.7458,6.7627
2005-03-11,0.7427,6.7312
2005-03-14,0.7493,6.814
2005-03-15,0.751,6.8264
2005-03-16,0.745,6.7722
2005-03-17,0.7478,6.8021
2005-03-18,0.7513,6.8504
2005-03-21,0.7596,6.9274
2005-03-22,0.757,6.9055
2005-03-23,0.7689,7.0185
2005-03-24,0.7718,7.0308
2005-03-25,0.772,7.0451
2005-03-28,0.7766,7.0716
2005-03-29,0.7744,7.0682
2005-03-30,0.7726,7.0528
2005-03-31,0.7711,7.064
2005-04-01,0.7754,7.1093
2005-04-04,0.7789,7.1477
2005-04-05,0.7787,7.1438
2005-04-06,0.7771,7.1145
2005-04-07,0.7748,7.0919
2005-04-08,0.7745,7.0986
2005-04-11,0.7709,7.0564
2005-04-12,0.7768,7.1018
2005-04-13,0.7741,7.0796
2005-04-14,0.7801,7.1627
2005-04-15,0.7735,7.096
2005-04-18,0.767,7.0513
2005-04-19,0.7672,7.0525
2005-04-20,0.7645,7.0194
2005-04-21,0.7638,7.014
2005-04-22,0.7652,7.0118
2005-04-25,0.7702,7.0368
2005-04-26,0.7714,7.0567
2005-04-27,0.7729,7.0646
2005-04-28,0.7742,7.0886
2005-04-29,0.7741,7.1123
2005-05-02,0.7778,7.158
2005-05-03,0.7759,7.1289
2005-05-04,0.773,7.09
2005-05-05,0.773,7.085
2005-05-06,0.7793,7.1411
2005-05-09,0.7789,7.1405
2005-05-10,0.7766,7.1499
2005-05-11,0.7811,7.2029
2005-05-12,0.787,7.2549
2005-05-13,0.7908,7.2789
2005-05-16,0.7918,7.3081
2005-05-17,0.7909,7.2754
2005-05-18,0.7899,7.2561
2005-05-19,0.7919,7.2884
2005-05-20,0.7966,7.3069
2005-05-23,0.7952,7.2914
2005-05-24,0.7944,7.2841
2005-05-25,0.7935,7.2887
2005-05-26,0.7989,7.348
2005-05-27,0.7957,7.3144
2005-05-30,ND,ND
2005-05-31,0.8098,7.4108
2005-06-01,0.8175,7.4735
2005-06-02,0.8153,7.446
2005-06-03,0.8179,7.469
2005-06-06,0.8151,7.4463
2005-06-07,0.8145,7.4373
2005-06-08,0.8117,7.4542
2005-06-09,0.8186,7.5313
2005-06-10,0.8246,7.6037
2005-06-13,0.8309,7.7112
2005-06-14,0.8307,7.701
2005-06-15,0.826,7.6619
2005-06-16,0.8272,7.6663
2005-06-17,0.817,7.527
2005-06-20,0.8237,7.6047
2005-06-21,0.8241,7.621
2005-06-22,0.8244,7.6708
2005-06-23,0.8296,7.7893
2005-06-24,0.8273,7.7652
2005-06-27,0.8229,7.7291
2005-06-28,0.828,7.781
2005-06-29,0.8264,7.8114
2005-06-30,0.8266,7.8024
2005-07-01,0.8363,7.9218
2005-07-04,ND,ND
2005-07-05,0.8391,7.9021
2005-07-06,0.8391,7.8774
2005-07-07,0.8384,7.8837
2005-07-08,0.8379,7.9145
2005-07-11,0.8288,7.8465
2005-07-12,0.8197,7.7225
2005-07-13,0.8271,7.7584
2005-07-14,0.8272,7.7762
2005-07-15,0.8308,7.8077
2005-07-18,0.828,7.7829
2005-07-19,0.8333,7.8437
2005-07-20,0.8302,7.8461
2005-07-21,0.8256,7.807
2005-07-22,0.8279,7.8187
2005-07-25,0.8296,7.803
2005-07-26,0.8328,7.8618
2005-07-27,0.83,7.8371
2005-07-28,0.825,7.7526
2005-07-29,0.8245,7.7614
2005-08-01,0.82,7.7058
2005-08-02,0.8191,7.6748
2005-08-03,0.8106,7.6073
2005-08-04,0.8076,7.5354
2005-08-05,0.8112,7.5716
2005-08-08,0.809,7.557
2005-08-09,0.8099,7.567
2005-08-10,0.81,7.5637
2005-08-11,0.8042,7.4762
2005-08-12,0.8046,7.4879
2005-08-15,0.8089,7.5165
2005-08-16,0.8102,7.5485
2005-08-17,0.8137,7.5935
2005-08-18,0.8212,7.6548
2005-08-19,0.8232,7.7121
2005-08-22,0.8173,7.6502
2005-08-23,0.8188,7.6475
2005-08-24,0.8171,7.6251
2005-08-25,0.8123,7.5806
2005-08-26,0.8114,7.5757
2005-08-29,0.8165,7.6241
2005-08-30,0.8194,7.6512
2005-08-31,0.811,7.5599
2005-09-01,0.8034,7.4869
2005-09-02,0.7976,7.3936
2005-09-05,ND,ND
2005-09-06,0.8011,7.448
2005-09-07,0.8039,7.4859
2005-09-08,0.8065,7.5163
2005-09-09,0.8043,7.4954
2005-09-12,0.8138,7.5615
2005-09-13,0.8155,7.6085
2005-09-14,0.8142,7.5869
2005-09-15,0.8186,7.6399
2005-09-16,0.8187,7.6509
2005-09-19,0.8228,7.683
2005-09-20,0.8212,7.6667
2005-09-21,0.8191,7.6468
2005-09-22,0.8228,7.6949
2005-09-23,0.828,7.7628
2005-09-26,0.8308,7.7876
2005-09-27,0.8326,7.8136
2005-09-28,0.8322,7.8074
2005-09-29,0.8319,7.7639
2005-09-30,0.8293,7.729
2005-10-03,0.8393,7.8087
2005-10-04,0.8391,7.8054
2005-10-05,0.8344,7.7641
2005-10-06,0.8242,7.687
2005-10-07,0.8254,7.7048
2005-10-10,ND,ND
2005-10-11,0.8323,7.7675
2005-10-12,0.8306,7.759
2005-10-13,0.8377,7.8836
2005-10-14,0.8283,7.8148
2005-10-17,0.8306,7.8574
2005-10-18,0.8376,7.9127
2005-10-19,0.8342,7.8818
2005-10-20,0.8346,7.9157
2005-10-21,0.8363,7.9695
2005-10-24,0.8335,7.9511
2005-10-25,0.8265,7.8476
2005-10-26,0.8277,7.865
2005-10-27,0.8232,7.8422
2005-10-28,0.8272,7.8794
2005-10-31,0.8337,7.9489
2005-11-01,0.8335,7.9958
2005-11-02,0.8287,7.9749
2005-11-03,0.8354,8.0252
2005-11-04,0.8455,8.1153
2005-11-07,0.8478,8.1391
2005-11-08,0.8494,8.1027
2005-11-09,0.8512,8.1609
2005-11-10,0.8518,8.1959
2005-11-11,ND,ND
2005-11-14,0.8571,8.2037
2005-11-15,0.8551,8.2296
2005-11-16,0.8568,8.2434
2005-11-17,0.8543,8.2101
2005-11-18,0.8517,8.1667
2005-11-21,0.8522,8.1421
2005-11-22,0.852,8.1248
2005-11-23,0.8475,8.054
2005-11-24,ND,ND
2005-11-25,0.853,8.0683
2005-11-28,0.8472,8.0139
2005-11-29,0.8485,8.0736
2005-11-30,0.8482,8.0733
2005-12-01,0.8546,8.1162
2005-12-02,0.8548,8.05
2005-12-05,0.8484,8.0071
2005-12-06,0.8486,7.9569
2005-12-07,0.8531,8.02
2005-12-08,0.8453,7.9729
2005-12-09,0.8457,7.9674
2005-12-12,0.8355,7.8748
2005-12-13,0.8385,7.9164
2005-12-14,0.8305,7.8323
2005-12-15,0.8358,7.9072
2005-12-16,0.8325,7.8679
2005-12-19,0.8336,7.8424
2005-12-20,0.844,7.9606
2005-12-21,0.8463,7.9716
2005-12-22,0.8415,7.9618
2005-12-23,0.8434,7.9807
2005-12-26,ND,ND
2005-12-27,0.8435,7.971
2005-12-28,0.8421,7.9226
2005-12-29,0.8442,7.9501
2005-12-30,0.8445,7.937
2006-01-02,ND,ND
2006-01-03,0.8347,7.8097
2006-01-04,0.8271,7.7249
2006-01-05,0.8264,7.7092
2006-01-06,0.8232,7.6629
2006-01-09,0.8289,7.7165
2006-01-10,0.829,7.7525
2006-01-11,0.8241,7.6956
2006-01-12,0.8309,7.7304
2006-01-13,0.8262,7.6967
2006-01-16,ND,ND
2006-01-17,0.8283,7.7103
2006-01-18,0.8276,7.7155
2006-01-19,0.8258,7.7157
2006-01-20,0.8264,7.6893
2006-01-23,0.8146,7.5385
2006-01-24,0.8139,7.5429
2006-01-25,0.8162,7.5668
2006-01-26,0.8177,7.5645
2006-01-27,0.8244,7.6098
2006-01-30,0.8271,7.64
2006-01-31,0.8225,7.6029
2006-02-01,0.827,7.6487
2006-02-02,0.8264,7.6718
2006-02-03,0.8319,7.7128
2006-02-06,0.8354,7.77
2006-02-07,0.8351,7.7684
2006-02-08,0.8379,7.768
2006-02-09,0.8359,7.7445
2006-02-10,0.8389,7.7873
2006-02-13,0.84,7.8533
2006-02-14,0.8407,7.8439
2006-02-15,0.8415,7.8432
2006-02-16,0.8416,7.903
2006-02-17,0.8399,7.8654
2006-02-20,ND,ND
2006-02-21,0.8395,7.8816
2006-02-22,0.84,7.875
2006-02-23,0.8387,7.89
2006-02-24,0.8416,7.9213
2006-02-27,0.8432,7.9656
2006-02-28,0.8386,7.9154
2006-03-01,0.8404,7.9455
2006-03-02,0.8331,7.889
2006-03-03,0.8314,7.8605
2006-03-06,0.8332,7.8709
2006-03-07,0.8412,7.9604
2006-03-08,0.8393,7.9299
2006-03-09,0.8389,7.8913
2006-03-10,0.8413,7.8836
2006-03-13,0.8374,7.8531
2006-03-14,0.8316,7.796
2006-03-15,0.8302,7.7855
2006-03-16,0.823,7.697
2006-03-17,0.8199,7.6491
2006-03-20,0.8218,7.6703
2006-03-21,0.8279,7.7559
2006-03-22,0.8268,7.7406
2006-03-23,0.8344,7.8028
2006-03-24,0.831,7.773
2006-03-27,0.8323,7.7819
2006-03-28,0.828,7.7599
2006-03-29,0.8313,7.8385
2006-03-30,0.8243,7.7509
2006-03-31,0.8238,7.7653
2006-04-03,0.8248,7.758
2006-04-04,0.8158,7.6444
2006-04-05,0.8149,7.6213
2006-04-06,0.8186,7.6323
2006-04-07,0.8258,7.7111
2006-04-10,0.8271,7.7476
2006-04-11,0.8247,7.6819
2006-04-12,0.826,7.7091
2006-04-13,0.826,7.6969
2006-04-14,0.826,7.6934
2006-04-17,0.8152,7.579
2006-04-18,0.8147,7.5842
2006-04-19,0.81,7.5257
2006-04-20,0.8113,7.5335
2006-04-21,0.8104,7.5575
2006-04-24,0.8082,7.55
2006-04-25,0.8057,7.5177
2006-04-26,0.8023,7.4795
2006-04-27,0.7984,7.4291
2006-04-28,0.7921,7.3579
2006-05-01,0.7932,7.361
2006-05-02,0.7909,7.3929
2006-05-03,0.7912,7.3632
2006-05-04,0.7884,7.3434
2006-05-05,0.7854,7.3156
2006-05-08,0.7862,7.321
2006-05-09,0.7845,7.3002
2006-05-10,0.7813,7.2867
2006-05-11,0.7779,7.2857
2006-05-12,0.7759,7.2632
2006-05-15,0.7797,7.3148
2006-05-16,0.7802,7.3308
2006-05-17,0.786,7.3748
2006-05-18,0.7816,7.3134
2006-05-19,0.7843,7.3264
2006-05-22,0.7782,7.2656
2006-05-23,0.7786,7.256
2006-05-24,0.7845,7.3028
2006-05-25,0.7827,7.2847
2006-05-26,0.785,7.2949
2006-05-29,ND,ND
2006-05-30,0.7771,7.1975
2006-05-31,0.7792,7.2143
2006-06-01,0.7798,7.2139
2006-06-02,0.7745,7.1416
2006-06-05,0.772,7.0917
2006-06-06,0.7795,7.1848
2006-06-07,0.7813,7.1917
2006-06-08,0.7906,7.306
2006-06-09,0.7914,7.2937
2006-06-12,0.7945,7.3298
2006-06-13,0.7953,7.3645
2006-06-14,0.7917,7.3351
2006-06-15,0.7926,7.3545
2006-06-16,0.7922,7.3446
2006-06-19,0.7951,7.3864
2006-06-20,0.7957,7.3371
2006-06-21,0.7896,7.2666
2006-06-22,0.7948,7.3363
2006-06-23,0.7986,7.3688
2006-06-26,0.7966,7.3378
2006-06-27,0.7943,7.3477
2006-06-28,0.798,7.3679
2006-06-29,0.7978,7.3731
2006-06-30,0.7825,7.2135
2006-07-03,0.7817,7.1949
2006-07-04,ND,ND
2006-07-05,0.7858,7.2146
2006-07-06,0.7839,7.1883
2006-07-07,0.7799,7.1401
2006-07-10,0.7843,7.1922
2006-07-11,0.7841,7.1824
2006-07-12,0.787,7.2207
2006-07-13,0.7891,7.2498
2006-07-14,0.7911,7.2698
2006-07-17,0.7981,7.3709
2006-07-18,0.8,7.4136
2006-07-19,0.7962,7.357
2006-07-20,0.7912,7.301
2006-07-21,0.7884,7.2883
2006-07-24,0.7918,7.3338
2006-07-25,0.7952,7.3529
2006-07-26,0.7919,7.328
2006-07-27,0.7854,7.2489
2006-07-28,0.7844,7.2453
2006-07-31,0.7835,7.2147
2006-08-01,0.7826,7.2085
2006-08-02,0.7814,7.1795
2006-08-03,0.7825,7.2061
2006-08-04,0.7756,7.1386
2006-08-07,0.7772,7.1388
2006-08-08,0.7789,7.1534
